loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,collections_12_mths_ex_med,application_type,pub_rec_bankruptcies,tax_liens,disbursement_method,target,openness,conscientiousness,extraversion,agreeableness,neuroticism,desc_length
3300,3300, 36 months,10.99,108.03,B,B4,,1 year,MORTGAGE,45000.0,Not Verified,Mar-2010,"  Borrower added on 03/16/10 > Investors Please Help!  I am a recently self employed soon to be college graduate from UNM with a Bachelors in Business Marketing.  I have never been late on any payments that I make and I am extremely reliable.  The only reason I can't qualify for a traditonal car loan is because of my I am recently self employed.<br/> Borrower added on 03/17/10 > I have two stable jobs, I am a realtor during the day and I wait tables at a local restaurant at night.<br/>",car,Guaranteed Return on Investment!,871xx,NM,11.25,0.0,Jul-2005,1.0,9.0,0.0,2682,19.2,13.0,0.0,Individual,0.0,0.0,Cash,0,0.5690676265209088,0.5926092806313017,0.5304900217306617,0.6346572465934895,0.658360830285578,490
6400,6400, 36 months,17.27,229.04,C,C5,"People's Care, Inc.",7 years,RENT,32000.0,Verified,Feb-2013,"  Borrower added on 01/30/13 > I plan to use the funds to purchase a Flat Screen TV set and a Desk Top computer for other job purposes. I have a very stable job right now and taking advantage of this low rate loan, I will find it so easy and affordable for my budget the monthly payments.<br>",major_purchase,Major purchase,913xx,CA,9.83,0.0,May-2000,0.0,7.0,2.0,7042,61.8,9.0,0.0,Individual,1.0,1.0,Cash,0,0.5213618586225792,0.5529801475607781,0.4497217286472114,0.532634999786002,0.5626951367866853,292
17325,17325, 60 months,22.78,486.22,F,F2,Montgomery County,5 years,MORTGAGE,35000.0,Verified,Jun-2012,  Borrower added on 06/07/12 > debt consolidation<br><br>  Borrower added on 06/08/12 > To consolidate my bills and have one payment opposed to multiple payments and to free up some cash instead of paying minimum payments each month.<br><br> Borrower added on 06/08/12 > To free up some cash and consolidate my bills instead of paying minimal payments each month not making a dent in the balance.<br>,debt_consolidation,Debt,454xx,OH,24.07,0.0,Nov-1991,2.0,26.0,0.0,25084,76.2,52.0,0.0,Individual,0.0,0.0,Cash,0,0.5370728037561067,0.4900316483092523,0.5741469163307343,0.5334550228213283,0.7456640540979336,400
6000,6000, 36 months,7.51,186.67,A,A4,IData Incorporated,4 years,MORTGAGE,102996.0,Not Verified,Aug-2010,"  Borrower added on 08/06/10 > I plan to use this loan to help fund the purchase of an investment property, which will be rented to low income families through the HUD section 8 program.  The property, a 4-bedroom single family home, is located in Richmond, Virginia's up and coming Church Hill neighborhood.<br/><br/>I currently have funds to purchase the property in cash, without the need for a mortgage, but am short of funds needed for light rehab work to make the property safe and comfortable enough for a family to call home. The home inspection revealed some unanticipated issues that I would like to resolve before renting the property. Qualified contractors will be hired to perform a majority of the work due to personal time constraints with my job.<br/><br/>Assuming a conservative estimate for rental rate and operating costs, income generated on the property should greatly exceed expenses.  As a result, I will likely repay this loan in full prior to the end of the term.<br/><br/>A bit more about me: I am a C-level executive at an Inc 500 company where I have worked for the past 4 years.  I was the first employee hired by the owner and together we have grown the company from 2 to 18 employees, remaining profitable each year even in the current dour economic climate.<br/><br/>I have a BS in chemistry and an MS in technology management (similar to an MBA with a technology focus). I am married, in my late 30s, and am fiscally responsible. My credit is excellent and I have never declared bankruptcy. My wife and I are financially stable and earn more than we spend each month. We do not currently have any dependents.<br/><br/>Thank you for your consideration.  I welcome your questions.<br/>",major_purchase,Business startup funds,232xx,VA,7.4,0.0,Nov-1991,3.0,4.0,0.0,38475,14.5,20.0,0.0,Individual,0.0,0.0,Cash,0,0.4965952055488877,0.5274835060103489,0.4841252429335138,0.5030263577242029,0.584339312522767,1716
15825,15825, 36 months,16.78,562.48,C,C5,Parker & Winkelman,10+ years,MORTGAGE,142000.0,Source Verified,Aug-2013,  Borrower added on 08/13/13 > I am eliminating all of my credit cards and enjoying the idea of paying off all of these little credit cards to be consumer debt free in 36 months.  Besides the monthly payment you offer is less than the minimum payments I am paying off.<br>,debt_consolidation,All Card Payoff,985xx,WA,23.71,1.0,Jan-1995,1.0,24.0,0.0,26931,91.3,39.0,0.0,Individual,0.0,0.0,Cash,0,0.6695532357004802,0.6542575639465068,0.6183168814551676,0.6777241616858657,0.6421651685951776,272
2000,2000, 36 months,5.42,60.32,A,A1,Yale University,10+ years,MORTGAGE,100000.0,Not Verified,Nov-2010,"  Borrower added on 11/26/10 > The purpose of this loan is for our son to invest a percentage in a company he is starting with four other students.<br/>He is attennding Quinnipiac University Business school and he with the four others have thought of a business they are going to run.The ideal has gotten the attention of alumni and they want to get it started, they need ten thousand dollars to have a computer designer start a web site.<br/>Our two thousand dollar loan is a ten percent stake for our son to have, we will pay the loan amount in full.<br/>My wife and myself work full time and have a very good history of paying all our debt.<br/>I like the process to be a learning tool for our son to understand the system of borrowing and the responsibility's of repayment. But we will be the one over seeing the loan and it's repayment.<br/>",small_business,Small Business Loan,064xx,CT,12.16,0.0,Nov-1994,0.0,10.0,0.0,18148,79.2,33.0,0.0,Individual,0.0,0.0,Cash,0,0.5217474245088428,0.5272105998254496,0.5914084094229487,0.5672310993754982,0.6044052743347124,846
9000,9000, 36 months,12.35,300.44,B,B4,,5 years,OWN,41000.0,Source Verified,Aug-2013,"  Borrower added on 08/09/13 > I have found a used, good condition suburban to buy to haul everyone around.  I got approved for a car loan but because of the age of the vehicle, it could not be used. I will not have any issues keeping up with the payments.<br>",other,Suburban ,144xx,NY,4.71,0.0,Oct-1997,1.0,12.0,0.0,4907,21.1,38.0,0.0,Individual,0.0,0.0,Cash,0,0.5424469937288977,0.6196487780922926,0.5177051613529964,0.5533682620313418,0.6121831015024973,260
12000,12000, 36 months,10.16,388.11,B,B1,Stater Bros. Markets,5 years,MORTGAGE,92500.0,Verified,Feb-2013,  Borrower added on 02/04/13 > I currently have two time share payments and would like to consolidate them to one with a lower interest rate. Currently I pay 360.00 a month on them and have 3 years left on one and another 7 years on another. I would like to hve one payment and take care of it quicker<br>,debt_consolidation,Timeshare consolidation,922xx,CA,30.59,0.0,May-2002,1.0,13.0,1.0,21672,70.8,31.0,0.0,Individual,1.0,0.0,Cash,0,0.5890938579252221,0.6098870561882676,0.5903171852352748,0.6113433349889132,0.6271966772753605,305
8500,8500, 36 months,7.9,265.97,A,A4,Consultis Information Technology,< 1 year,MORTGAGE,38400.0,Not Verified,Sep-2012,"  Borrower added on 09/08/12 > I have three credit cards that I wanted to pay them off to avoid high APR rates<br><br>  Borrower added on 09/09/12 > Hi,<br><br>I'm an Orange County resident, married &amp; have son (one and half years old). My wife is currently unemployed. We moved to a new place two months ago &amp; used three credit cards to prepare/furnish it. I'm seeking your help to fund my loan to avoid high interest rates. <br><br>We thank you very much<br>",debt_consolidation,LendingClub,927xx,CA,2.34,0.0,Jan-2003,2.0,6.0,0.0,5863,25.5,10.0,0.0,Individual,0.0,0.0,Cash,0,0.5423339863824783,0.6382602683789136,0.5427302500711805,0.6471609106191191,0.5964826019885463,467
25000,25000, 36 months,7.62,779.04,A,A3,Imaging Supervisor ,4 years,MORTGAGE,140000.0,Source Verified,Dec-2013,  Borrower added on 12/27/13 > I currently have a high interest CC that I wanted to pay off. This loan will allow me to consolidate all my CC's into one payment and help me to get out of debt quicker with a lower interest rate. I will most likely be able to pay this off before the 3yr time frame.  Thank you for your help.<br>,debt_consolidation,Debt Consildation,276xx,NC,14.12,2.0,Feb-1997,2.0,25.0,0.0,18957,56.8,60.0,0.0,Individual,0.0,0.0,Cash,0,0.6682393617454798,0.6385562752230063,0.6811790048842392,0.6836685310920433,0.7184822138206941,327
6250,6250, 36 months,6.76,192.3,A,A2,State of Texas,10+ years,MORTGAGE,40542.0,Source Verified,Jun-2010,"  Borrower added on 06/27/10 > Hi. I would be extremely grateful if you would help me out of a high-interest credit card situation. I have been with my employer full-time for over 14 years. I usually pay more than the minimum on my credit cards, so if I can consolidate my payments into one I will be able to pay off my debt sooner. I have the money taken straight out of my checking account so I am never late. I paid back all of my student loans and I recently finished paying off my car. I have been successful in having some of my interest rates lowered, although not very much and with revolving interest rates. In any case, I would prefer to give my money to people who are willing to help each other out. I am eager to get out of debt, so again, thank you in advance for your help!<br/> Borrower added on 06/28/10 > Hello and thank you for your questions. I intend to pay back this loan in the same way that I am currently paying back my credit cards. I am able to pay the monthly notes due, but with a flat rate it will be easier to budget over the long term. I applied for the total balance of my debt but the loan offered was for the listed amount, which I accepted. I've never done this before, so I don't know if it would have helped to wait until after payday when my bills are automatically paid and the total debt obviously would be a bit lower. Although I won't be able to completely consolidate all my debts into one, the loan will go to completely pay off the highest interest card and partially pay the next-highest card which is on a revolving interest, so my payments there will actually go a longer way. Even if my total monthly payments out remains the same a larger portion will actually be paying down my debt and I will be debt free much sooner. I use a Discover card for my monthly expenses to keep track of where my money goes and that I pay in full each month. I acquired most of the debt after a long-term relationship breakup over a year ago. My bills suddenly doubled and it took a while for me to sort out my finances and make lifestyle changes that would allow me to be able to handle living on my own on my salary. I had a car payment at the time that I do not have now, so that goes to paying back my debts as well. My job is secure, I know where my money goes each month, and I know that this loan is well within my budget. In fact, it is lower than what I currently pay monthly on my high-interest credit card. Thank you to the people who have funded the loan so far. It is in my best interest as well, so I will make sure that you get your investment back.<br/>",debt_consolidation,people not banks,787xx,TX,11.19,0.0,Jun-1989,1.0,14.0,0.0,13972,20.2,23.0,0.0,Individual,0.0,0.0,Cash,0,0.5684957697074968,0.5708927189821551,0.6209294881685408,0.589367842080125,0.6377372577418936,2600
19325,19325, 36 months,14.64,666.51,C,C3,Trade Operations Manager,< 1 year,RENT,85000.0,Not Verified,Mar-2014,  Borrower added on 03/17/14 > I am looking to refinance some credit card debt that has a much higher interest rate.  I am choosing this option even though it is more expensive than credit counseling because I don't want to tank my credit score and will pay the higher interest to maintain that.<br>,credit_card,Credit card refinancing,900xx,CA,17.87,0.0,Sep-2001,1.0,12.0,0.0,45583,91.7,27.0,0.0,Individual,0.0,0.0,Cash,0,0.4115843435985906,0.3570204235046774,0.5114347558737489,0.4989931153455378,0.5340415077523556,299
12000,12000, 36 months,16.29,423.61,C,C4,Bank of America,8 years,RENT,50000.0,Source Verified,Nov-2012,  Borrower added on 11/09/12 > I plan on using these funds to consolidate some credit card debt and private student loans. I would consider myself to be the best possible borrower because I have never made a late payment before on any accounts. I have had a stable job in one of the country's biggest banks for the past eight years<br>,debt_consolidation,Consolidation,303xx,GA,14.76,0.0,May-2003,2.0,18.0,0.0,11774,55.5,36.0,0.0,Individual,0.0,0.0,Cash,1,0.4762669927882088,0.5260186213269487,0.4594749955734171,0.5152926389170185,0.5307207491655276,335
15000,15000, 36 months,12.12,499.08,B,B3,Ally Financial,5 years,MORTGAGE,177000.0,Source Verified,Jul-2012,  Borrower added on 06/14/12 > I intend to use the funds to consolidate existing debt that will subsequently be paid off within 3 years.  Every dollar requested is marked for this purpose.  I always pay my bills on time and per their respective governing agreements.  I have been fully employed for each of the past 5 years.<br>,debt_consolidation,Consolidation,282xx,NC,13.05,0.0,Dec-1994,0.0,11.0,0.0,31703,89.1,35.0,0.0,Individual,0.0,0.0,Cash,0,0.5633790925735153,0.5109714030258207,0.61425162958343,0.5849345970061254,0.6441126326128022,328
7500,3600, 36 months,11.34,118.44,C,C2,Disabled,10+ years,MORTGAGE,35000.0,Not Verified,Apr-2008,"I have two credit cards that are killing me. I hope to get a loan to pay them off. My credit score is 700 +-  If I am unable to get a loan perhaps I could get some advise or help on nogotiating a lower Interest rate with the card companies.   #1    Credit Card  #1 Providian aprox $3700.           Mostly used for Medical and           stupid Misc purchases.  #2    Card  #2 Care Credit  $4000.          All used for Dental Work     I am a Single Dad whom  believes in paying his my Bills, Minimum payments are not a realistic way to pay off my debts. Unfortunately with Interest rates above 19% I have trouble seeing the end of the Tunnel.  Thanks for your consideration.   To give you piece of mind I have a Fixed income of  $2500.00 a month. I am  so my finacial situation is quite stable Thanks again Rick                 ",credit_card,Ricks Bad dream,975xx,OR,14.47,0.0,Nov-2001,0.0,6.0,0.0,7722,48.9,12.0,0.0,Individual,0.0,0.0,Cash,0,0.5750367573496011,0.5543685520322174,0.5691837638191158,0.5327697294888168,0.6032592211493377,826
16000,16000, 36 months,7.49,497.63,A,A4,,,MORTGAGE,60000.0,Source Verified,Aug-2011,"  Borrower added on 08/24/11 > I will use the loan funds to pay the balance owed on my only credit card account, which account has both raised my interest rate twice in the past 18 months and notified me that the credit card has been sold to a banking company I prefer not to be associated with.  I have maintained excellent credit status for many years by diligently and honestly meeting all my financial agreements and responsibilities.<br/> Borrower added on 08/25/11 > I have completed the 3 steps shown.<br/>",credit_card,credit card redo,760xx,TX,16.94,0.0,Oct-1986,0.0,5.0,0.0,13795,60.0,27.0,0.0,Individual,0.0,0.0,Cash,0,0.5768454801808696,0.642004860428334,0.6482661377143588,0.6976362689085485,0.779228601206287,513
24000,24000, 36 months,12.12,798.52,B,B3,u.s.b.p,10+ years,MORTGAGE,110000.0,Verified,Dec-2012,  Borrower added on 12/04/12 > My wife has been ill for the past year with no positive results and we are looking at two surgerys. we started to experience the negative impact of the medical bills that are quickly accruing. My wife and i would like to also eliminate some debt to better prepare for any arising medical expenses.<br>,debt_consolidation,consolidation,851xx,AZ,13.32,0.0,Nov-1998,0.0,9.0,0.0,18200,65.4,25.0,0.0,Individual,0.0,0.0,Cash,0,0.6056379082018325,0.6589354560564851,0.6279154974418723,0.6157923529896933,0.5976113559366883,332
20000,20000, 36 months,18.25,725.56,D,D2,"MEI, CO.",1 year,RENT,94500.0,Verified,Aug-2013,"  Borrower added on 07/30/13 > Hi, while obtaining my masters degree I built up just under $20,000 of debt from college and living expenses. I have been working for just under 4 years now and I feel it is time to get rid of my debt so I can start saving for a house and my future.<br>",debt_consolidation,Consolidate Debt,951xx,CA,3.35,0.0,May-2004,0.0,3.0,0.0,11378,91.8,7.0,0.0,Individual,0.0,0.0,Cash,0,0.5922771103663091,0.5929535332781283,0.5022553633885607,0.6238294658329155,0.5461603536024338,284
8850,8850, 36 months,10.99,289.7,B,B3,,4 years,MORTGAGE,120000.0,Not Verified,Jun-2011,"  Borrower added on 05/27/11 > This loan will complete the funding necessary to expand my business. My company provides photography and data collection services to Auto Dealerships for use in their online advertising. We have been in business for over four years, and are in dire need of additional reps. This loan, in addition to prior funding that I have recieved, will allow us to grow and increase our gross and net profit by 30%, from $30k/month to $40k/mo gross, and $10k/mo to $15k/mo net. Thank you for your interest in our company!<br/>",small_business,Business Loan II,928xx,CA,16.41,1.0,Mar-1998,0.0,8.0,0.0,67006,70.8,36.0,0.0,Individual,0.0,0.0,Cash,0,0.5682479112485619,0.4969628195803769,0.6221677497926534,0.5480235013818325,0.8178018188645861,545
24000,24000, 60 months,22.47,669.29,E,E5,Chicago Office Technology Group,3 years,RENT,70000.0,Verified,May-2013,  Borrower added on 05/01/13 > I would like to combine and reduce all the interest rates on my accounts. I would like to work on buying a house soon so I would like to get this all paid off as soon as possible. I single fixed payment date and rate would be awesome!<br>,debt_consolidation,Consolidation,604xx,IL,22.2,0.0,Oct-1986,1.0,11.0,0.0,16162,72.5,19.0,0.0,Individual,0.0,0.0,Cash,0,0.6001117599282448,0.5440591680909965,0.5324066051435788,0.5925838844204733,0.5053693843511955,269
7500,7500, 36 months,13.11,253.09,C,C2,Superior,1 year,OWN,28000.0,Not Verified,Apr-2010,"  Borrower added on 04/04/10 > Looking to purchase an off-road track motorcycle + gear and get back into riding on the track after having been out of the mix for about 2 years.<br/> Borrower added on 04/05/10 > For those looking at my Credit History my DTI is slightly higher then I actually pay. I have co-signed on a family loan for a vehicle that I do not pay and is payed by a family member, resulting in about 10% of my DTI. I have signed up for LendingClub over my local CU/Bank to get a slightly lower Interest rate, being quoted around 16% at local lenders.<br/>",major_purchase,Getting back into the mix,607xx,IL,15.9,0.0,Nov-2005,2.0,3.0,0.0,0,0.0,5.0,0.0,Individual,0.0,0.0,Cash,0,0.666228546203366,0.6258272460043894,0.7056547567725943,0.6153766570226767,0.6695201951534158,570
12375,12375, 60 months,8.9,256.29,A,A5,Cigna Insurance ,10+ years,MORTGAGE,51000.0,Verified,Jul-2012,"  Borrower added on 06/15/12 > Debt consolidation. need more cash flow coming into home by paying off some bills<br><br>  Borrower added on 06/15/12 > need loan to pay off high interest credit cards to have more cash flow and to be able to save money<br><br> Borrower added on 06/15/12 > Need to pay off some high interest credit card bills to have more cash coming into home and to save money<br><br> Borrower added on 06/15/12 > wanted to add. have 2 daughters that just moved back home and that added expense, food bill went from 200 dollars a week to 400 a week. just need to be able to save some money and I can do that if I pay off my existing credit cards. please help. thank for considering my request.<br>",debt_consolidation,Debt relief ,194xx,PA,24.05,0.0,Jul-1993,0.0,14.0,0.0,10590,27.2,33.0,0.0,Individual,0.0,0.0,Cash,0,0.5630297500481758,0.5440063198171634,0.5760388754103629,0.5306706977893574,0.5690360364776434,714
12000,12000, 36 months,7.9,375.49,A,A4,Lansdowne Resort,1 year,RENT,41000.0,Not Verified,Mar-2012,"  Borrower added on 02/26/12 > I am planning on funding a wonderful wedding for my fiancee while not getting much help from family help. My credit is excellent with a good financial plan set for the big day, but I am looking for that little extra help to pay for wedding expenses as much up front to prep for our special day.<br>",wedding,Wedding fund,217xx,MD,11.8,0.0,Nov-2001,1.0,4.0,0.0,4416,13.8,9.0,0.0,Individual,0.0,0.0,Cash,0,0.5408660560286527,0.4989753104925131,0.5475603816488366,0.549951081884607,0.4936851042371282,329
13900,13900, 60 months,21.99,383.83,E,E4,Salesfloor Associate,5 years,MORTGAGE,38500.0,Source Verified,Mar-2014,"  Borrower added on 03/12/14 > I want to be debt free, and feel this is a good way to do so, by paying off all credit cards and accounts.  This loan will set a time limit for that to occur and I would be paying less each month, and it will give me the chance to pay it off even faster.<br>",debt_consolidation,Debt consolidation,349xx,FL,14.92,0.0,May-1977,0.0,14.0,0.0,12471,67.0,28.0,0.0,Individual,0.0,0.0,Cash,0,0.6029236160538136,0.542098401058027,0.6210689611909636,0.6492380863995223,0.6308775910774782,289
12375,12375, 36 months,15.61,432.69,C,C3,instructor,9 years,RENT,50000.0,Not Verified,Nov-2013,  Borrower added on 11/05/13 > I have been looking for a way to get out of debt and this seems to be the way. The monthly payment for this loan is even lower than my minimum monthlys for my cards. I have never made a late payment on my cards. I am stocked about getting out of debt. Thank you very much.<br>,credit_card,consolidation loan,917xx,CA,27.1,0.0,Jul-2000,2.0,9.0,1.0,8261,75.1,23.0,0.0,Individual,1.0,0.0,Cash,1,0.6707804905196652,0.6245244219887661,0.5684141747415465,0.651468477056637,0.5809715318442027,307
10575,10575, 36 months,20.49,395.66,E,E1,Fairfax County Public School,7 years,RENT,30300.0,Not Verified,Jan-2013,"  Borrower added on 12/28/12 > I plan to pay off several smaller balance loans, a few charge cards, as well as medical expenses, and hope to have enough left to put down on a rent to own house.<br><br> Borrower added on 12/28/12 > I see my dream a reality of debts finally being paid off, and a new start at life with the New Year. Thank you.<br>",other,Stuff Payoff House,221xx,VA,15.05,0.0,Jun-1996,2.0,7.0,1.0,8047,67.1,10.0,0.0,Individual,1.0,0.0,Cash,1,0.5381880440784511,0.4351564622380436,0.5408880994069376,0.503304068997729,0.5250681728529158,346
8500,8500, 36 months,7.51,264.45,A,A3,PSA Healthcare,2 years,OWN,25000.0,Source Verified,Sep-2011,  Borrower added on 09/26/11 > I am trying to pay off my credit card debt. I pay on time and pay more than the balance. I pay on time and have no other debt. I own my home and my care. I have no other debt. Thank you for your consideration.<br/>null,debt_consolidation,debt free,329xx,FL,8.02,0.0,Nov-2001,1.0,5.0,0.0,8435,26.4,13.0,0.0,Individual,0.0,0.0,Cash,0,0.5287058765267834,0.4668174685205054,0.5499387820140129,0.4853542733271666,0.5156058991273718,249
15000,15000, 36 months,13.11,506.21,B,B4,Health and Human Services Commission,7 years,MORTGAGE,51600.0,Not Verified,Jan-2013,  Borrower added on 01/12/13 > This  loan will be used to pay off credit cards and start saving.<br><br>  Borrower added on 01/14/13 > The purpose of the loan is not consolidating all of my outstanding credit card payments into one monthly payment per month. This would allow me to have my saving account grow in funds. My desire is to have my house paid off within 5 years and to be completely out of debt.<br>,debt_consolidation,Debt consolidation,787xx,TX,9.81,1.0,Jul-2002,0.0,16.0,0.0,16182,41.7,27.0,0.0,Individual,0.0,0.0,Cash,0,0.5193539039408926,0.4216051247881972,0.5781395611296256,0.5067295278217652,0.5973929868105207,411
14400,14400, 36 months,9.25,459.6,A,A5,Manager,10+ years,MORTGAGE,72000.0,Verified,Oct-2013,"  Borrower added on 10/09/13 > We would like to pay off our credit cards to build up our down payment for a house. I have been at my position for 14 years and have an excellent payment history. We are budgeted at a higher monthly output, so we would like to add on to the payment for faster payoff.<br>",credit_card,Pay Off,481xx,MI,23.14,0.0,Sep-2003,0.0,12.0,0.0,15522,51.6,19.0,0.0,Individual,0.0,0.0,Cash,0,0.589525400409805,0.5783584547200682,0.60252372828165,0.655737188190058,0.5747164315655031,302
6000,6000, 36 months,17.27,214.73,C,C5,Family Intervention Specialists,1 year,RENT,23000.0,Not Verified,Jan-2013,"  Borrower added on 01/09/13 > My personal get out of debt project! I've already cut back on luxuries, just need this loan to help me get on the right track! One monthly payment instead of 4! Super excited at the idea of not being so stressed out about living pay-check to paycheck.<br>",debt_consolidation,Get Outta Debt Faster Project! ,300xx,GA,15.98,0.0,Aug-2005,1.0,7.0,0.0,10107,70.7,8.0,0.0,Individual,0.0,0.0,Cash,0,0.6088639906942215,0.5963615305886653,0.5521109284903581,0.651390266173298,0.6026790061009949,286
2500,2500, 36 months,13.11,84.37,B,B4,Il Bistro,1 year,RENT,24000.0,Not Verified,Jun-2012,"  Borrower added on 06/07/12 > I am upgrading to a newer apartment, and need help with moving costs!<br><br>  Borrower added on 06/07/12 > I have an oppurtunity to better my self now that I have been here in Seattle for a year, and the help with funding is immensely appreciated.<br>",moving,Relocating to a New Place,981xx,WA,17.4,0.0,Oct-1997,0.0,4.0,0.0,5417,82.1,7.0,0.0,Individual,0.0,0.0,Cash,0,0.5447803867699854,0.553875154156527,0.6052153383989727,0.5824542225850908,0.6444895217777104,283
35000,35000, 60 months,19.99,927.1,E,E1,"Atlas Copco Compressors, LLC",4 years,OWN,130000.0,Source Verified,Apr-2012,"  Borrower added on 03/29/12 > This property is a great deal because it's appraised at 2 times what I will be paying, in other words I'm gaining a good equity right away.<br><br> Borrower added on 03/29/12 > I'm taking the opportunity to buy while we are still in a Buyer's Market, property is appraised at 2 times what I'm paying.<br>",major_purchase,Property in Costa Rica - great deal!,297xx,SC,13.44,0.0,Jul-2006,0.0,14.0,0.0,24927,35.8,25.0,0.0,Individual,0.0,0.0,Cash,0,0.4706300146283674,0.4209298172120306,0.508967786099441,0.4926539792718562,0.5715827635532944,335
9000,9000, 36 months,11.14,295.25,B,B2,Duval County Public Schools,10+ years,MORTGAGE,51000.0,Not Verified,Apr-2013,  Borrower added on 03/25/13 > I have 2 credit cards and 1 line of credit that I would like to consolidate into one monthly payment.  I have recently paid off my car and plan to put that payment towards this loan.  I hope to pay off the loan before the 36 months.<br>,debt_consolidation,Debt consolidation,320xx,FL,17.23,0.0,Mar-1992,0.0,9.0,0.0,11835,72.2,23.0,0.0,Individual,0.0,0.0,Cash,0,0.6317483510734037,0.574399950845672,0.5548710980392544,0.6268735684505873,0.5977913036541382,267
12100,12100, 60 months,17.27,302.48,D,D3,Wholesale Floors LLC,3 years,RENT,50000.0,Source Verified,Dec-2011,  Borrower added on 11/22/11 > I plan on using this loan to do some improvements to the home I live in. Also to pay off excess medical bills. I am a great borrower and always pay my bills on time. I have had one bad account which was a student loan which I defaulted on due to circumstances beyond my controll; however once I knew about the default status I paid the loan in full and it is the only negative on my credit report. I work very hard to make on time payments and keep my accounts in good standing. I have been employed full time at my current employer for 3 years. The only reason I had to find this job was due to corporate cut backs and let go's. I was low man on the totem pole with only 2 years tenure and eventually was let go. I was employed by my current employer within 1 week of being let go and I have not looked back since. My current employer is a close group of people and this is my new home until I retire.<br><br>,house,Getting On Track,853xx,AZ,11.5,0.0,Apr-2005,0.0,8.0,0.0,5579,33.0,15.0,0.0,Individual,0.0,0.0,Cash,0,0.5244490588853409,0.4712970764630862,0.5242080170138321,0.5344165457010763,0.6442884934964617,941
20000,20000, 36 months,12.99,673.79,B,B4,Network engineer II,10+ years,RENT,87250.0,Source Verified,Oct-2013,  Borrower added on 10/08/13 > I looked back at the last three years and found that I had only paid down my dept 1500 dollars even though I paid more than monthly amount. I thought I had paid more that's when I relised I can't do this a few dollars at a time . Thanks in advance<br>,debt_consolidation,Debt relief,334xx,FL,9.66,0.0,May-1999,0.0,9.0,0.0,22960,73.8,16.0,0.0,Individual,0.0,0.0,Cash,0,0.6082559558704134,0.6110023890387001,0.6206416444136891,0.6154627685542786,0.6147026373834412,282
6000,6000, 60 months,17.99,152.33,E,E1,KPMG,1 year,RENT,63000.0,Verified,May-2011,  Borrower added on 05/18/11 > My credit is extremely important to me and I have never paid late on a loan or credit card. I have ample excess cash flow to service the debt on this loan. I have a steady job with a big 4 accounting firm and a Masters degree in Finance. My expenses are as follows. <br/><br/>Rent:$700<br/>Car expense/Insurance: $200<br/>Utilities/Bills: $150<br/>Food: $400<br/>Entertainment: $250<br/>Debt: $100<br/><br/>Thank you for your consideration.<br/>,major_purchase,Major Purchase - Engagement Ring,222xx,VA,2.17,0.0,Aug-2005,1.0,3.0,0.0,125,5.0,7.0,0.0,Individual,0.0,0.0,Cash,0,0.586703194538133,0.6459801404065272,0.5676070510309464,0.6445255320567344,0.6916471088242186,476
20000,20000, 36 months,14.33,686.77,C,C1,The Grandhyatt New York Hotel,10+ years,OWN,60000.0,Verified,Jan-2013,"  Borrower added on 01/14/13 > Pay off high interest credit cards.<br><br> Borrower added on 01/14/13 > TO pay off high credit card debts.i am having ahard time trying to make the payments on time each month, so i believe that this loan will make it easyer for me to manage my payments per months,i do make my payments on time every month but, after i pay my bills i do not have much left for party times<br>",debt_consolidation,Debt consolidation,112xx,NY,19.11,0.0,Jul-1989,0.0,16.0,0.0,31434,63.2,36.0,0.0,Individual,0.0,0.0,Cash,0,0.5380864590397885,0.5056434292727506,0.5759839094625089,0.4296506449347148,0.5606172900403391,408
15000,15000, 36 months,12.87,504.5,C,C1,Brandnu Marketing,< 1 year,RENT,38000.0,Not Verified,Jan-2010,"  Borrower added on 01/04/10 > I want to consolidate my debt and pay it off so I can be debt free.<br/> Borrower added on 01/05/10 > My debt is due to an illness last year and the credit card bills and medical bills that I incurred at the time. I am soon to be married in March, and will have my husbands income of 50k to rely on in the event that I lose my personal income of 38k.  Also, at that point the rest of my bills will be lower due to sharing costs with him.<br/> Borrower added on 01/06/10 > I really want to get this loan rolling soon, so that I can go into my marriage with a financial plan and not a financial mess.  I appreciate all of you who are willing to invest in me!<br/> Borrower added on 01/09/10 > My itemized credit cards:<br/><br/>USSA AMEX $5000 @ 15.9%<br/><br/>USSA MC $1300 @ 12.9%<br/><br/>Chase MC $5600 @19.9%<br/><br/>Chase MC $1400 @12.9%<br/><br/>CareCredit $400 @ 0.0% until next month, then 15%<br/><br/>Capital One MC $759 @ 22%<br/><br/>Medical Bill with Baylor Hospital: $1500 that must be paid by March (currently paying $400 per month).<br/><br/>AMEX: $1395 @ 27%<br/>",debt_consolidation,Debt Consolidation Freedom,752xx,TX,21.98,0.0,Oct-2004,2.0,14.0,0.0,15432,64.0,21.0,0.0,Individual,0.0,0.0,Cash,0,0.6346657967404499,0.6409310492972761,0.6814515455247742,0.6626202327818699,0.6430527754268489,1111
