sample_id,desc_length,loan_amnt,grade
1484,1015,7000,A
1485,330,18000,D
1486,334,12650,C
1487,348,10000,D
1488,592,26000,B
1489,286,12000,B
1490,347,15875,C
1491,288,3000,A
1492,306,25000,D
1493,509,8700,A
1494,303,16000,D
1495,329,7725,D
1496,367,9600,B
1497,454,21000,E
1498,334,10000,A
1499,272,12000,B
1500,354,24000,C
1501,334,7200,A
1502,759,18000,E
1503,321,12000,B
1504,417,9600,B
1505,854,20800,B
1506,479,12800,A
1507,922,9600,B
1508,328,20000,C
1509,643,6000,B
1510,346,7200,A
1511,326,15000,B
1512,672,11500,C
1513,318,20000,C
1514,439,15000,E
1515,329,7000,B
1516,276,21000,A
1517,296,35000,D
1518,1221,10000,D
1519,302,10000,B
1520,343,3000,B
1521,269,17000,A
1522,801,5500,B
1523,488,16000,B
1524,302,6000,A
1525,546,12000,A
1526,296,8400,B
1527,327,17500,D
1528,931,6000,A
1529,345,1000,A
1530,280,5100,C
1531,512,10000,D
1532,514,12000,B
1533,342,4250,C
1534,320,16000,E
1535,273,14125,B
1536,372,7575,A
1537,319,12425,D
1538,245,6250,D
1539,334,16000,B
1540,601,6200,B
1541,382,7000,B
1542,333,21000,B
1543,280,12950,C
1544,587,5600,B
1545,293,25000,A
1546,335,3375,B
1547,291,12000,C
1548,406,29100,C
1549,869,11000,D
1550,287,9000,B
1551,847,16000,A
1552,443,14100,C
1553,462,3600,A
1554,695,8000,B
1555,915,15850,C
1556,325,7200,C
1557,591,2400,B
1558,1160,7200,A
1559,274,8000,B
1560,299,34000,D
1561,438,6600,D
1562,328,35000,G
1563,346,6000,B
1564,319,19200,E
1565,386,35000,C
1566,653,9000,A
1567,311,10425,B
1568,592,18000,B
1569,279,20000,B
1570,296,35000,B
1571,334,7125,B
1572,322,20000,C
1573,394,21000,B
1574,315,10000,D
1575,286,8000,A
1576,428,10400,A
1577,409,25000,F
1578,515,28000,C
1579,527,12000,A
1580,565,12000,A
1581,441,6600,C
1582,388,16000,B
1583,265,28000,E
1584,728,2250,A
1585,408,7500,D
1586,518,8500,B
1587,363,30000,B
1588,1003,12000,B
1589,592,12000,D
1590,514,20000,B
1591,738,7000,B
1592,1379,8800,D
1593,329,35000,C
1594,352,12000,A
1595,695,20000,B
1596,1002,10000,A
1597,441,9000,C
1598,1207,11500,B
1599,319,20000,A
1600,266,11000,A
1601,323,24925,D
1602,327,10000,A
1603,285,5000,B
1604,339,24000,A
1605,277,16800,B
1606,694,14950,A
1607,290,22750,B
1608,295,15000,C
1609,516,7000,B
1610,272,35000,C
1611,307,16000,C
1612,312,3000,C
1613,476,8650,B
1614,819,9000,D
1615,279,15000,A
1616,324,25000,C
1617,582,35000,D
1618,405,9000,A
1619,330,20000,B
1620,360,3000,C
1621,656,5000,B
1622,308,5000,D
1623,476,20000,C
1624,321,14000,A
1625,325,12000,C
1626,297,10000,B
1627,275,4800,B
1628,294,5100,A
1629,666,15000,B
1630,664,6000,A
1631,471,21000,D
1632,821,8000,C
1633,285,24975,C
1634,457,20000,B
1635,317,5000,B
1636,794,12000,E
1637,602,19225,C
1638,335,18000,C
1639,334,7500,B
1640,820,18000,B
1641,315,18000,B
1642,1289,20400,E
1643,335,15000,C
1644,291,15000,A
1645,537,5000,A
1646,363,18250,E
1647,293,15000,B
1648,368,19900,D
1649,352,5075,B
1650,634,20000,C
1651,281,6000,A
1652,705,8500,A
1653,315,19000,B
1654,897,9000,A
1655,814,6200,A
1656,334,33300,G
1657,371,16000,B
1658,308,9000,C
1659,263,18200,A
1660,373,28000,A
1661,329,6500,D
1662,329,35000,B
1663,334,20000,C
1664,546,19800,B
1665,300,16000,F
1666,500,4800,D
1667,275,17925,B
1668,333,18200,E
1669,285,1000,B
1670,355,3000,B
1671,290,15000,B
1672,568,24000,C
1673,264,24000,A
1674,628,14000,C
1675,331,9000,A
1676,350,12000,A
1677,528,7750,C
1678,389,2000,D
1679,593,30000,F
1680,300,23850,F
1681,510,7500,D
1682,343,8500,A
1683,280,2400,B
1684,304,20000,B
1685,280,18000,B
1686,509,10000,C
1687,323,10000,B
1688,320,16000,C
1689,820,15000,B
1690,333,10000,B
1691,1202,17500,B
1692,570,9000,D
1693,520,11000,B
1694,841,8150,C
1695,331,21200,B
1696,334,14000,E
1697,329,19500,B
1698,404,8000,C
1699,1031,4000,C
1700,517,6250,B
1701,613,24000,C
1702,319,4000,B
1703,1954,6000,A
1704,271,30000,F
1705,377,5000,A
1706,663,16050,C
1707,301,15000,A
1708,329,6000,B
1709,589,12000,A
1710,334,27000,D
1711,321,3900,A
1712,328,10475,B
1713,519,12000,B
1714,424,17000,B
1715,1033,21200,B
1716,276,12000,C
1717,332,19500,B
1718,255,16000,C
1719,392,5000,E
1720,432,16000,A
1721,396,11000,F
1722,346,14825,A
1723,586,10000,C
1724,332,6400,A
1725,931,10400,B
1726,497,28000,A
1727,360,7000,A
1728,344,24000,F
1729,997,35000,E
1730,289,12000,B
1731,527,12000,B
1732,642,3500,A
1733,329,5000,C
1734,1093,19600,C
1735,1159,3600,C
1736,637,10000,D
1737,331,10000,B
1738,580,26000,B
1739,258,12000,C
1740,429,35000,A
1741,331,12000,B
1742,380,8400,C
1743,667,14500,B
1744,335,25000,C
1745,365,21250,D
1746,3976,12000,E
1747,443,5000,B
1748,481,2800,D
1749,764,4500,D
1750,455,12000,B
1751,329,4200,B
1752,276,1500,A
1753,314,4800,A
1754,335,20000,A
1755,847,5000,D
1756,289,28000,A
1757,379,13000,C
1758,362,4500,A
1759,303,17700,B
1760,291,35000,E
1761,1682,15600,E
1762,293,8000,A
1763,334,15250,C
1764,322,25000,B
1765,809,2875,A
1766,639,6400,A
1767,334,12000,A
1768,2600,12000,D
1769,907,15000,D
1770,299,14700,D
1771,303,5000,A
1772,330,5000,E
1773,548,7475,B
1774,494,6000,B
1775,333,14000,B
1776,305,20000,G
1777,728,10000,B
1778,295,24375,E
1779,302,10000,B
1780,1716,15750,E
1781,324,15000,B
1782,651,5000,E
1783,298,17625,C
1784,306,12000,A
1785,313,16800,B
1786,1749,5000,D
1787,535,14000,A
1788,379,32000,D
1789,335,4000,B
1790,285,15975,C
1791,277,30000,B
1792,425,8600,A
1793,284,13000,B
1794,463,10000,B
1795,326,35000,D
1796,440,6000,B
1797,412,4000,A
1798,614,14575,D
1799,295,10000,C
1800,600,17000,A
1801,428,4700,C
1802,467,20000,B
1803,305,6500,B
1804,319,7200,D
1805,334,16000,C
1806,384,9000,B
1807,645,4500,C
1808,656,21000,C
1809,384,6000,C
1810,466,12000,C
1811,250,14000,C
1812,275,6000,A
1813,313,15200,A
1814,545,15000,A
1815,501,18050,B
1816,260,8000,A
1817,636,13600,A
1818,978,14125,C
1819,365,6425,A
1820,590,8000,D
1821,1375,7000,A
1822,399,15000,D
1823,358,12000,D
1824,685,20000,D
1825,733,13750,F
1826,324,30000,B
1827,1280,11200,B
1828,944,10000,B
1829,656,10000,A
1830,436,10000,B
1831,587,35000,F
1832,1186,12000,B
1833,314,27500,C
1834,854,13750,D
1835,276,19000,D
1836,939,23325,C
1837,379,16800,B
1838,251,12800,B
1839,834,16750,B
1840,313,12000,B
1841,671,12000,B
1842,1122,8000,A
1843,630,16800,E
1844,333,21600,C
1845,322,5500,D
1846,320,18000,B
1847,744,18200,B
1848,596,10000,B
1849,300,28000,C
1850,797,6000,B
1851,525,14000,A
1852,353,6000,A
1853,2403,15000,G
1854,488,16000,D
1855,450,15000,A
1856,575,11000,B
1857,685,16000,A
1858,311,6400,B
1859,331,15000,C
1860,331,20700,A
1861,676,16000,G
1862,429,4200,C
1863,633,19200,C
1864,440,11200,A
1865,845,9950,D
1866,333,30000,B
1867,674,8000,D
1868,327,10000,B
1869,420,5000,D
1870,630,35000,C
1871,256,32000,C
1872,376,10000,B
1873,605,15000,B
1874,702,7000,B
1875,318,5000,B
1876,1992,8400,D
1877,391,12000,A
1878,293,10000,E
1879,525,8450,A
1880,274,15000,B
1881,296,18000,C
1882,259,15000,B
1883,856,7200,D
1884,1006,24250,B
1885,920,15500,B
1886,434,9600,D
1887,335,6400,A
1888,545,25000,D
1889,680,11000,B
1890,349,25000,B
1891,299,16800,D
1892,334,16000,B
1893,568,21200,D
1894,466,5000,B
1895,287,1000,A
1896,665,9000,C
1897,331,21000,C
1898,923,10000,B
1899,612,10000,B
1900,423,5000,B
1901,626,4000,C
1902,371,19725,B
1903,243,21000,C
1904,349,20000,A
1905,529,18550,D
1906,337,18000,B
1907,318,30000,F
1908,343,3850,A
1909,444,19000,D
1910,283,6000,B
1911,545,35000,F
1912,331,20000,B
1913,276,25000,B
1914,329,20000,B
1915,268,17000,B
1916,300,16475,C
1917,318,16000,C
1918,510,12000,B
1919,710,35000,F
1920,326,11500,A
1921,1495,9000,A
1922,1295,20000,E
1923,521,10000,B
1924,285,6400,B
1925,483,21000,B
1926,335,30000,B
1927,271,10000,C
1928,1365,21600,E
1929,312,18000,B
1930,331,14000,B
1931,282,3450,A
1932,333,33950,C
1933,485,27575,B
1934,1132,14000,A
1935,333,10400,C
1936,335,14825,E
1937,1020,8000,A
1938,304,12000,D
1939,283,12000,A
1940,559,14000,C
1941,735,8500,B
1942,306,19000,D
1943,949,18000,C
1944,699,23675,E
1945,272,30750,G
1946,331,6850,A
1947,1271,12000,D
1948,322,14000,C
1949,734,10000,B
1950,422,22000,A
1951,309,13600,C
1952,373,9000,B
1953,345,5000,B
1954,331,6000,A
1955,742,15000,C
1956,712,8000,C
1957,532,25000,D
1958,770,7000,A
1959,274,5000,D
1960,648,15000,B
1961,712,10000,A
1962,331,6000,B
1963,655,6000,B
1964,312,5000,B
1965,461,4950,C
1966,318,3000,D
1967,265,12000,B
1968,412,10000,C
1969,305,21250,B
1970,691,11700,C
1971,431,12000,B
1972,742,24000,C
1973,1097,7500,C
1974,295,25000,B
1975,609,35000,E
1976,387,28000,A
1977,548,8875,D
1978,400,16000,B
1979,584,14400,E
1980,266,6000,A
1981,1119,25000,E
1982,284,26500,D
1983,447,8500,D
1984,360,21000,D
1985,408,22750,C
1986,772,11200,A
1987,1364,4500,C
1988,271,12000,D
1989,668,5000,B
1990,361,6125,A
1991,369,5000,C
1992,339,11000,A
1993,318,24000,A
1994,661,10000,B
1995,510,8050,C
1996,517,6000,A
1997,525,25000,E
1998,963,5500,C
1999,360,13000,B
