Unnamed: 0,id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,url,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,debt_settlement_flag,target,openness_truth,conscientiousness_truth,extraversion_truth,agreeableness_truth,neuroticism_truth
2463,1036017,8000,8000,8000.0, 36 months,  9.91%,257.8,B,B1,Ladies Professional Golf Association,4 years,RENT,47000.0,Not Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1036017,debt_consolidation,DEBT Consolidation,321xx,FL,22.24,0,Apr-2001,720,724,2,,,4,0,16649,76.7%,24,f,0.0,0.0,1033.1,1033.1,579.04,193.13,0.0,260.93,2.72,Mar-2012,257.8,,Oct-2016,529,525,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
7376,883431,15000,12925,12900.0, 60 months, 18.25%,329.98,D,D5,Yama Asian Fusion,2 years,MORTGAGE,43000.0,Source Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=883431,debt_consolidation,Debt Consolidation Loan,282xx,NC,19.56,0,Nov-2001,705,709,0,,,6,0,33402,97.4%,17,f,0.0,0.0,4941.04,4931.53,1878.7,2393.23,16.4065,652.7,5.83,Oct-2012,1336.42,,Oct-2016,534,530,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.4,0.5,0.65
8918,855066,25000,18450,18450.0, 60 months, 10.59%,397.39,B,B2,American Express,4 years,MORTGAGE,43000.0,Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=855066,debt_consolidation,Consolidate/home improvement,853xx,AZ,25.97,0,Mar-1997,765,769,0,,,14,0,2245,5.3%,37,f,0.0,0.0,20924.183705973,20924.18,18450.0,2474.18,0.0,0.0,0.0,Feb-2013,14584.54,,Oct-2014,784,780,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
1953,1043012,17000,17000,17000.0, 60 months, 18.64%,437.63,E,E1,Boltaron Performance Products,7 years,MORTGAGE,35000.0,Source Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1043012,credit_card,Credit Card Loan,438xx,OH,13.17,0,Jan-1995,720,724,1,,,6,0,19976,57.9%,12,f,0.0,0.0,8224.74,8224.74,3338.99,4082.19,0.0,803.56,7.43,May-2013,437.63,,Oct-2016,624,620,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.4,0.6
7542,880696,12000,12000,12000.0, 36 months,  6.03%,365.23,A,A1,City and County of San Francisco,6 years,OWN,90000.0,Not Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=880696,major_purchase,Major Purchase,957xx,CA,7.69,0,Mar-2000,760,764,0,,,13,0,4136,11.7%,23,f,0.0,0.0,13148.1378596479,13148.14,12000.0,1148.14,0.0,0.0,0.0,Sep-2014,367.95,,May-2020,794,790,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
7854,875446,3500,3500,3500.0, 60 months, 15.23%,83.69,C,C5,John Manbianco State Farm Insruance,7 years,RENT,40000.0,Not Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=875446,major_purchase,Personal Loan,850xx,AZ,16.95,1,Dec-1994,680,684,1,12.0,,18,0,9357,27.2%,41,f,0.0,0.0,4829.9799980075,4829.98,3500.0,1329.98,0.0,0.0,0.0,Jan-2015,1573.42,,Dec-2019,694,690,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.55,0.5,0.45,0.6
5743,897153,24000,24000,24000.0, 60 months, 21.67%,658.36,F,F3,Sylacauga City Board of Education,10+ years,RENT,65642.0,Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=897153,credit_card,Out of debt,351xx,AL,19.03,0,Mar-1988,665,669,0,81.0,,16,0,21669,73.2%,33,f,0.0,0.0,29237.32,29237.32,11682.06,12634.57,0.0,4920.69,878.04,Dec-2014,658.36,,Aug-2018,644,640,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Y,1,0.35,0.55,0.5,0.4,0.65
6485,894523,3625,3625,3625.0, 36 months,  6.03%,110.33,A,A1,Lucile Packard Children's Hospital,3 years,RENT,65000.0,Not Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=894523,debt_consolidation,Loan Plan 2011,941xx,CA,14.18,0,Nov-1994,770,774,0,,,11,0,3077,10.3%,24,f,0.0,0.0,3733.2152432016,3733.22,3625.0,108.22,0.0,0.0,0.0,Aug-2012,1307.22,,Aug-2012,789,785,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
8028,871883,14400,14400,13400.0, 60 months, 10.99%,313.02,B,B3,City of Tempe,4 years,MORTGAGE,70000.0,Not Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=871883,car,Auto Sep11,852xx,AZ,23.21,0,Oct-1990,725,729,0,,,14,0,18341,74.6%,38,f,0.0,0.0,14790.65,13763.43,363.32,261.66,0.0,14165.670000000002,2407.99,Nov-2011,313.02,,Oct-2011,734,730,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
5202,989257,12000,12000,12000.0, 60 months, 20.30%,319.94,E,E5,Deutsche Bank Securities Inc.,< 1 year,MORTGAGE,245000.0,Source Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=989257,debt_consolidation,consolidation,770xx,TX,8.78,0,Sep-2008,665,669,0,,,10,0,2900,40.6%,11,f,0.0,0.0,12603.035500155,12603.04,12000.0,603.04,0.0,0.0,0.0,Feb-2012,11968.16,,Mar-2020,669,665,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.55,0.5,0.4,0.65
2982,1028164,5600,5600,5600.0, 60 months, 15.27%,134.02,C,C4,Navistar Inc.,1 year,MORTGAGE,51600.0,Not Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1028164,car,Car payment loan,601xx,IL,12.56,0,Feb-2007,695,699,1,,,8,0,9731,60.8%,9,f,0.0,0.0,6153.42,6153.42,3970.28,1862.81,0.0,320.33,57.6594000002,Apr-2015,134.02,,Oct-2016,579,575,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.45,0.6
4668,998505,14500,14500,14450.0, 60 months, 14.65%,342.3,C,C3,K  and  L Microwave,9 years,MORTGAGE,88080.0,Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=998505,debt_consolidation,Debt Consolidation,218xx,MD,19.3,0,Mar-1992,715,719,3,,,7,0,29435,87.6%,18,f,0.0,0.0,1026.9,1023.36,501.8,524.86,0.0,0.24,0.0,Feb-2012,342.3,,May-2020,544,540,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.65,0.45
3744,1014091,11000,11000,11000.0, 60 months, 15.96%,267.27,C,C5,Hospital for Special Surgery,2 years,OWN,55000.0,Source Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1014091,small_business,Small Business loan,113xx,NY,0.55,0,Jun-2002,730,734,2,30.0,,5,0,763,2.6%,32,f,0.0,0.0,11395.7790862028,11395.78,11000.0,395.78,0.0,0.0,0.0,Jul-2012,1206.08,,Jul-2012,704,700,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
9876,836587,12000,12000,12000.0, 36 months, 13.99%,410.08,C,C3,Wells Real Estate Funds,8 years,RENT,72000.0,Source Verified,Aug-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=836587,debt_consolidation,Debt Loan,300xx,GA,10.25,1,Mar-1990,685,689,2,11.0,,21,0,21143,27.9%,52,f,0.0,0.0,14762.5813690032,14762.58,12000.0,2762.58,0.0,0.0,0.0,Aug-2014,425.53,,Aug-2014,659,655,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.55,0.5,0.65,0.45
5243,988665,2600,2600,2600.0, 36 months,  7.90%,81.36,A,A4,Federal Home Loan Bank,3 years,MORTGAGE,43000.0,Not Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=988665,other,To payoff miscellenous debts,606xx,IL,17.44,1,Feb-1998,720,724,0,23.0,,9,0,12172,59.1%,24,f,0.0,0.0,1390.3,1390.3,1074.71,224.15,0.0,91.44,0.97,May-2013,1.0,,Oct-2016,639,635,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
9360,851080,8800,8800,8550.0, 36 months,  7.49%,273.7,A,A4,Home Depot,10+ years,RENT,47000.0,Not Verified,Aug-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=851080,debt_consolidation,consolidation,088xx,NJ,16.77,0,Jul-1997,775,779,0,,,3,0,4279,33.4%,21,f,0.0,0.0,9852.970955585804,9573.06,8800.0,1052.97,0.0,0.0,0.0,Sep-2014,287.91,,Oct-2014,794,790,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
9313,850385,1200,1200,1200.0, 36 months, 10.99%,39.29,B,B3,Pacific Wine Distributorsq,< 1 year,OWN,9600.0,Source Verified,Aug-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=850385,debt_consolidation,personal,917xx,CA,7.63,0,Sep-2007,735,739,1,,,5,0,204,1.4%,6,f,0.0,0.0,1382.8826811996,1382.88,1200.0,182.88,0.0,0.0,0.0,Aug-2013,523.73,,Jul-2013,684,680,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.55,0.5,0.65,0.45
7871,874395,19000,19000,19000.0, 36 months,  6.99%,586.58,A,A3,,,MORTGAGE,48000.0,Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=874395,credit_card,CC payoff,554xx,MN,17.68,0,Oct-1993,750,754,0,,,13,0,43117,46.4%,31,f,0.0,0.0,5279.22,5279.22,4383.49,894.74,0.0,0.99,0.0,Jun-2012,586.58,,Feb-2017,644,640,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
8731,861979,10000,10000,10000.0, 36 months, 10.99%,327.34,B,B3,northwest snow removal,1 year,OWN,60000.0,Not Verified,Aug-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=861979,debt_consolidation,consildation,607xx,IL,18.92,0,Jul-2005,720,724,1,,,6,0,6554,91%,17,f,0.0,0.0,11238.13,11238.13,9333.71,1774.29,16.37,113.76,0.922,Jul-2014,327.34,,Oct-2016,524,520,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.65,0.6
8426,866429,20000,20000,19975.0, 60 months, 15.23%,478.22,C,C5,TriMet,10+ years,MORTGAGE,60000.0,Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=866429,debt_consolidation,Get rid of the credit cards!,970xx,OR,16.5,0,May-1997,705,709,2,,,13,0,28929,73.4%,42,f,0.0,0.0,4460.07,4454.52,1863.19,1959.7,0.0,637.18,7.31,Jun-2012,27.92,,Oct-2016,694,690,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.65,0.45
2110,1040421,30000,30000,29700.0, 60 months, 20.89%,809.75,F,F1,California Highway Patrol,5 years,MORTGAGE,100000.0,Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1040421,debt_consolidation,Debt Consolidation Loan,923xx,CA,24.14,2,Jan-1998,680,684,0,14.0,,13,0,22499,84.6%,43,f,0.0,0.0,7287.75,7214.95,2772.17,4507.66,0.0,7.92,0.0,Sep-2012,809.75,,May-2020,694,690,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.4,0.5,0.65
4461,1002440,12000,12000,12000.0, 36 months,  6.62%,368.45,A,A2,NC Farm Bureau Mut Ins Co,10+ years,MORTGAGE,53000.0,Source Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1002440,debt_consolidation,debtrelief,275xx,NC,22.75,0,Dec-1999,740,744,0,,,15,0,11742,38.4%,45,f,0.0,0.0,6263.65,6263.65,5362.5,890.78,0.0,10.37,0.0,Apr-2013,368.45,,May-2020,674,670,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
956,1058082,30000,18275,18275.0, 60 months, 20.30%,487.24,E,E5,Jacksonville Sheriff's Office,10+ years,MORTGAGE,110000.0,Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1058082,small_business,Business Loan,322xx,FL,23.21,0,Aug-1989,685,689,1,,,17,0,26101,56.3%,60,f,0.0,0.0,12389.79,12389.79,4684.97,5747.44,0.0,1957.38,19.4083000005,Sep-2013,512.76,,Jan-2020,664,660,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
11,1069908,12000,12000,12000.0, 36 months, 12.69%,402.54,B,B5,UCLA,10+ years,OWN,75000.0,Source Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1069908,debt_consolidation,Consolidation,913xx,CA,10.78,0,Oct-1989,675,679,0,,,12,0,23336,67.1%,34,f,0.0,0.0,13947.9891551589,13947.99,12000.0,1947.99,0.0,0.0,0.0,Sep-2013,6315.3,,Nov-2018,709,705,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
8410,847089,25000,25000,24975.0, 60 months, 17.99%,634.7,E,E1,Verizon,< 1 year,MORTGAGE,102000.0,Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=847089,debt_consolidation,Debt consolidation,923xx,CA,20.69,0,Oct-2000,685,689,2,,,10,0,96652,43.9%,29,f,0.0,0.0,4442.9,4438.48,1899.03,2534.0,0.0,9.87,0.0,Apr-2012,634.7,,May-2020,754,750,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.4,0.65
3263,1022134,2700,2700,2700.0, 36 months, 11.71%,89.31,B,B3,,,RENT,40800.0,Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1022134,debt_consolidation,debt consolidation loan,347xx,FL,22.24,0,Feb-2003,700,704,3,,,5,0,2302,72.7%,6,f,0.0,0.0,1801.5,1801.5,1298.19,390.65,29.956892127696,82.71,0.8025000023,Jul-2013,89.31,,Oct-2016,629,625,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
569,1036838,8575,8575,8575.0, 36 months, 17.58%,308.21,D,D4,,,MORTGAGE,32000.0,Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1036838,debt_consolidation,major purchase,325xx,FL,22.54,0,Sep-2004,665,669,1,,,4,0,20142,89.9%,5,f,0.0,0.0,4646.17,4646.17,2808.63,1497.35,0.0,340.19,3.35,Feb-2013,308.21,,Oct-2016,589,585,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.65,0.6
6579,966895,1800,1800,1800.0, 36 months, 10.65%,58.64,B,B2,Brookdale senior living,2 years,RENT,21000.0,Not Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=966895,other,Bills,933xx,CA,10.63,0,May-2003,735,739,0,,,3,0,2044,92.9%,4,f,0.0,0.0,2053.7023671582,2053.7,1800.0,253.7,0.0,0.0,0.0,Dec-2013,87.48,,May-2020,679,675,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
6951,890401,21725,21725,21541.405124111985, 60 months, 18.79%,561.06,E,E3,State of Nevada DMV,10+ years,RENT,50000.0,Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=890401,debt_consolidation,Financial Freedom,890xx,NV,21.07,0,Dec-1997,675,679,0,,,13,0,34927,70.6%,27,f,0.0,0.0,4078.5,3686.48,1375.45,1984.01,0.0,719.04,7.45,Apr-2012,561.06,,Oct-2016,619,615,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.4,0.5,0.6
3625,1016039,6400,6400,6400.0, 60 months, 18.25%,163.39,D,D5,akrons children hospitial,5 years,RENT,33000.0,Source Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1016039,major_purchase,loan,445xx,OH,9.05,0,Jun-2006,675,679,3,25.0,,4,0,2237,60.5%,6,f,0.0,0.0,366.75,366.75,0.0,0.0,0.0,366.75,66.0149999968,,0.0,,Oct-2016,559,555,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.45,0.6
5540,984837,15000,15000,15000.0, 60 months, 18.25%,382.95,D,D5,TransFirst,3 years,MORTGAGE,240000.0,Source Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=984837,home_improvement,Swimming Pool,450xx,OH,7.13,1,Apr-2000,675,679,0,22.0,,13,0,7122,57%,34,f,0.0,0.0,23028.6674186524,23028.67,15000.0,8009.52,19.1500000689,0.0,0.0,Dec-2016,5.18,,Jan-2019,509,505,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.55,0.5,0.4,0.6
4346,1004151,7000,7000,7000.0, 36 months,  7.90%,219.04,A,A4,Mt Sinai Hospital,9 years,RENT,43200.0,Not Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1004151,vacation,Vacation Loan,111xx,NY,3.15,0,Jan-2001,715,719,0,68.0,,12,0,2769,12%,24,f,0.0,0.0,5222.04,5222.04,4076.44,738.26,0.0,407.34,4.0315999992,Sep-2013,219.04,,Oct-2016,594,590,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
7554,880407,15600,15600,15600.0, 36 months, 17.27%,558.29,D,D3,Detroit Medical Center,10+ years,MORTGAGE,87000.0,Source Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=880407,debt_consolidation,Car Loan,483xx,MI,7.78,2,Jan-2001,665,669,1,7.0,,6,0,1070,48.6%,19,f,0.0,0.0,2791.45,2791.45,1715.36,1072.39,0.0,3.7,0.0,Mar-2012,558.29,,Nov-2017,614,610,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.4,0.5,0.6
5209,989239,6400,6400,6400.0, 36 months,  6.03%,194.79,A,A1,Christian Fellowship Church,1 year,MORTGAGE,55000.0,Not Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=989239,debt_consolidation,CC Bye Bye,600xx,IL,19.27,0,Oct-2000,755,759,0,,,10,0,17178,55.2%,22,f,0.0,0.0,6481.920000000066,6481.92,6400.0,81.92,0.0,0.0,0.0,Mar-2012,399.3,,Jan-2016,799,795,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.65,0.5,0.55,0.45
9217,853709,16000,16000,15975.0, 60 months, 18.39%,409.7,E,E2,G4S secure solutions,3 years,RENT,41520.0,Verified,Aug-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=853709,debt_consolidation,Debt Consolidation,334xx,FL,13.79,0,Feb-2004,695,699,1,,,2,0,1237,49.5%,8,f,0.0,0.0,21278.9441104648,21245.69,16000.0,5278.94,0.0,0.0,0.0,Oct-2013,11447.02,,May-2017,609,605,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.55,0.4,0.5,0.6
9074,856073,10000,10000,10000.0, 36 months,  5.42%,301.6,A,A1,Archer & Greiner,6 years,MORTGAGE,50000.0,Not Verified,Aug-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=856073,debt_consolidation,Lending Club,080xx,NJ,10.08,0,Apr-1989,780,784,2,,,8,0,5382,19.4%,28,f,0.0,0.0,2867.96,2867.96,2081.57,328.19,0.0,458.2,4.45,May-2012,301.6,,Oct-2016,644,640,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
